EMITTER_COEFFICIENT_SOLUTION,PRESSURE_OUTPUT,OUTPUT_DEMAND,FITNESS
0.5108335341168994,30.04488988701913,1.7,1.8344883752812
0.0111526187550298,30.584196203118196,1.7,172.27131635460563
0.0120294836550226,30.583320993781776,1.7,149.7004594504448
1.005219992427818,29.438476336225463,1.7,0.8684138789716757
0.9584753307104362,29.49863732089417,1.7,0.9162848454140572
0.1209414954140856,30.47257694009021,1.7,8.51614226903962
0.1841429790661432,30.40651459492683,1.7,5.449995053318638
0.0235628888126372,30.571781832436017,1.7,54.88724973235677
0.4770664351090653,30.08378269838486,1.7,1.975432331880135
0.6974445042953558,29.82395231394137,1.7,1.305400059028962
0.6782613018985454,29.84712388247978,1.7,1.3461176504373669
0.4996486132865591,30.05781010765203,1.7,1.87902501598272
0.9766392597772277,29.47532683207559,1.7,0.8971231493253866
0.1427164950282361,30.449963677508705,1.7,7.140953441623686
0.639564015046948,29.89355015452696,1.7,1.4358515127090974
0.5395927012994387,30.011499035394863,1.7,1.7286025997899024
0.4008033092939022,30.17036210693867,1.7,2.3830012340010804
0.3351830092147908,30.243438954231284,1.7,2.885486198530136
0.3490451453823587,30.22811238232735,1.7,2.7632811621186706
0.1841579032929067,30.40649884154117,1.7,5.44952717940028
0.1135408634931781,30.48022697117698,1.7,9.109622838132434
0.7198722553704101,29.796730777588703,1.7,1.2606044847622198
0.9941406615666856,29.452786270264177,1.7,0.8793414065541535
0.6893074068552755,29.833793830087213,1.7,1.3223889428545486
0.6512770214649554,29.87954258753981,1.7,1.4075419228793054
0.390347676333561,30.182094521475616,1.7,2.4515423329816555
0.6732670303087355,29.85313950144048,1.7,1.3571071387973004
0.1026451382147611,30.491456988411866,1.7,10.1477500650113
0.404203367781032,30.16653965474381,1.7,2.3614906323858715
0.9270111711247838,29.538814145911395,1.7,0.9513056561832822
0.7839787017492178,29.71815235373117,1.7,1.1469880744549048
0.3222129743363887,30.2577250788024,1.7,3.0095469945452926
0.274050457292693,30.31031388179346,1.7,3.575423875122941
0.2809933659001856,30.30277791107357,1.7,3.4816142523143068
0.8942696308522694,29.58034723158345,1.7,0.9904385357450892
0.2356667198082257,30.351700568606912,1.7,4.196383506962487
0.939813194311506,29.52249823003116,1.7,0.9367657191458036
0.3909047304543965,30.18147028666824,1.7,2.4477963770325397
0.9004386487648909,29.57254331168866,1.7,0.9828418532663352
0.046714328149006,30.54848314808147,1.7,24.086024536199204
0.2467891999917902,30.339756132519813,1.7,3.9960859540073335
0.3210301668821141,30.25902529855296,1.7,3.021369833579795
0.367064121886821,30.20810088772029,1.7,2.618485744952044
0.6354387170721635,29.89847427752264,1.7,1.4460757155089423
0.2463818889570291,30.34019423966256,1.7,4.003094226309932
0.7779857950149401,29.72554608371725,1.7,1.1567983259324963
0.559560647550042,29.9881722312941,1.7,1.661602189855897
0.4261316142935284,30.141802904014668,1.7,2.231156287715971
0.4678356018106159,30.0943554738176,1.7,2.0175709194881124
0.0103452001676292,30.585002099074888,1.7,200.043972661379
0.2848777660475287,30.2985550687605,1.7,3.4311681612677423
0.2996771203971186,30.28242273131925,1.7,3.251204983658812
0.2692121532261445,30.3155564646776,1.7,3.643723489794657
0.8841173091150479,29.593168209411065,1.7,1.0031772724984236
0.7902142683629526,29.71044882334941,1.7,1.1369422150804982
0.878538856969361,29.60020140133779,1.7,1.0103055217961074
0.6524533543478604,29.87813365482501,1.7,1.4047561062857676
0.6836731016670178,29.840597406117396,1.7,1.334394454687721
0.0754879498030512,30.519276210529146,1.7,14.139313916403422
0.6458936444366844,29.885985412970783,1.7,1.4204230963404854
0.4632835630192214,30.099559871340208,1.7,2.0389807085157376
0.4788780834123173,30.08170468733515,1.7,1.967356392489436
0.7340098694330038,29.7794992613905,1.7,1.233803645770836
0.0481771574700148,30.547004976754305,1.7,23.257964911909266
0.0876081973407346,30.5068907540692,1.7,12.032210815891869
0.3832742474046829,30.19001273509898,1.7,2.500073346520438
0.1749439579861426,30.416210960321507,1.7,5.754069691508072
0.8207797667403248,29.67253462104976,1.7,1.089958196772497
0.8197336989289593,29.673836375484463,1.7,1.0915068899640112
0.3439283100809746,30.23377671754332,1.7,2.8072201959494807
0.2893332896748625,30.2937054856297,1.7,3.3750089066493194
0.6129207660135448,29.925266765976787,1.7,1.5043606133351015
0.9314693070469796,29.53313719685548,1.7,0.9461957132268796
0.4551798419899778,30.108809552223786,1.7,2.0781749231442417
0.0009148377476776,30.59439830980052,1.7,227.3083836656145
0.0360301744586289,30.559257809419016,1.7,32.527528246158866
0.3923393305192107,30.179862236495136,1.7,2.4381991876467484
0.2671956823285296,30.31773924059581,1.7,3.672935935580368
0.3130980050135449,30.267733561501437,1.7,3.1030128413189
0.4601029742096408,30.103192584387443,1.7,2.054196205177942
0.016527636446021,30.578825947404276,1.7,89.4850374469234
0.0123124950659684,30.58303837974183,1.7,143.6240902017463
0.871545912170144,29.609006285189352,1.7,1.0193734837735804
0.4721145722456915,30.089457615087007,1.7,1.9978288199210232
0.1081322100761305,30.485806469537195,1.7,9.597432759265407
0.7496122370692647,29.760418079371583,1.7,1.205425009524659
0.949394234280492,29.51025946181838,1.7,0.9261475683190694
