EMITTER_COEFFICIENT_SOLUTION,PRESSURE_OUTPUT,OUTPUT_DEMAND,FITNESS,NODE
0.9589401454744636,26.640962585634405,1.5,1.4608242658798296,N11
0.7345593570436233,26.5032509159997,10.1,26.94874110753906,N6
1.0668107781239529,26.455097174013524,1.5,1.1488832682084829,N11
0.162354737817275,25.06083693390345,23.0,4.820785235901459,N8
0.3633061802823479,9.359268505667488,1.0,233.13845036124627,N1
0.2760427955879021,27.114406626184557,1.1,8.57911361689474,N16
0.4387567231547453,24.024590883676566,1.5,5.789526007231117,N14
1.4181432544076071,28.45516820352832,0.89,2.716826170260946,N15
0.8596380045769813,26.837064913607904,1.21,5.621342410226267,N7
0.0723640622205407,25.115492974827685,23.0,3.815466825347744,N8
0.3041964279614106,26.96496236072428,1.1,12.660489513307551,N3
1.3167178915142934,26.409236043840917,10.1,7.626464498384404,N6
1.2910981529737748,24.723853306724106,12.6,11.041670081825554,N2
0.5016669513897313,28.822695409876523,0.89,1820.358668793281,N15
0.801485855737335,27.961030160642,1.2,2.1502624519051587,N4
1.43816000148361,20.66077951049193,1.5,0.3133727763324758,N14
0.8479560074461305,22.768932439258958,1.5,0.9234166841151812,N14
0.2030679983097193,9.36428116222259,1.0,107.50430216290944,N1
0.2329438864057538,24.55781810902088,1.5,1.416525022458217,N14
0.212557832628486,30.1429522128456,1.7,1.433217326876534,N13
0.2970041681364175,26.572105730699583,10.1,31.496727708990505,N6
0.6505364119254392,9.35024472905394,1.0,211.1272571893966,N1
0.1605885259547619,27.02205388634846,1.1,7.348758161029764,N3
1.1232027866995598,27.663142099499897,1.7,0.5611416508353362,N13
0.3982837213662076,24.12429441330974,3.9,15.68039062252901,N9
1.2863111924945496,26.56321590312616,1.1,2.3008045941124347,N16
1.3920314320151124,24.288793389577016,23.0,1.771132619408616,N8
0.207805287212442,24.00243473267952,13.000000000000002,33.17706831937736,N5
1.1902087535342565,28.55839845938984,0.89,3.775774958053328,N15
0.0837848424228806,24.89340460578753,1.5,0.9601172721245892,N14
0.7333130219869659,23.913619697798808,3.9,6.807222466055871,N9
1.4489022253618862,26.722275544063343,1.2,0.5869184819023645,N4
1.4910363422582933,26.467676053578455,1.1,2.3906149067282247,N3
0.6202116161617749,24.778677652513814,23.0,13.382188063969425,N8
