EMITTER_COEFFICIENT_SOLUTION,PRESSURE_OUTPUT,OUTPUT_DEMAND,FITNESS
0.0250269406516544,9.369832620481503,1.0,67.32460047641368
0.202092354126295,9.364311635592491,1.0,107.15326609519693
0.257683307183396,9.36257438926011,1.0,131.66244294940424
0.4913226365752489,9.355252763535852,1.0,3655.5769584559343
0.4625987753702433,9.356154654387993,1.0,850.7412855211857
0.0787752719937419,9.368158719586091,1.0,75.87535108926271
0.4129703787796691,9.357711756591506,1.0,365.9588469327834
0.0278600455904111,9.369744431755784,1.0,67.72671230270834
0.691980408658185,9.348938638221696,1.0,165.49247864286573
0.6073058170400408,9.351606033548322,1.0,296.28090214100735
0.0181743006423581,9.370045909019574,1.0,66.37153407806493
1.244087543767333,9.331442058658055,1.0,42.48241714106955
0.7278911670775884,9.347806098532594,1.0,139.3706783437295
1.224135247963317,9.332077492108716,1.0,43.661035841026845
0.3812615660701056,9.358705855705416,1.0,268.3377454193196
0.3706732925966761,9.359037673214566,1.0,246.3986188096672
1.349249712433739,9.328089027358544,1.0,37.18552911809639
0.6754562837746386,9.349459511932343,1.0,181.10374486027723
0.3331712418006382,9.360212379688718,1.0,191.08873790141465
0.3428928098914566,9.359907944274866,1.0,202.89180190414444
0.4410920867526448,9.35682961259787,1.0,540.422614078319
0.4903558479548661,9.35528312742877,1.0,3290.355561334285
1.26421456235966,9.330800823594233,1.0,41.35583395742351
0.960546387038248,9.34045015657405,1.0,68.8181404293802
1.348170311760896,9.328123476357844,1.0,37.23322503822974
0.4668016272143432,9.356022721271678,1.0,958.3020128492338
0.68411983718174,9.349186439540771,1.0,172.56942198899026
1.1738418314849488,9.33367817940021,1.0,46.94168027629676
0.976505776933921,9.339944387394766,1.0,66.50341624530215
0.2018501660197406,9.364319200031794,1.0,107.06648288883449
1.0862849468620706,9.336461295923392,1.0,53.9959340474794
0.4355183507670176,9.3570044915732,1.0,493.7582375209503
0.9138118199528223,9.341930355314084,1.0,76.62334060527722
0.1677503389095941,9.365383912695634,1.0,96.11037663971246
0.5867843374862233,9.352251852188374,1.0,366.3866996077221
1.0147342950804492,9.338732274624917,1.0,61.54249765995345
1.0864221191833685,9.33645693924651,1.0,53.9832348781235
0.5585246690894056,9.353140783345154,1.0,543.3525924721514
0.023137305518781,9.369891438239383,1.0,67.0590545300685
1.432140570875025,9.325441531457152,1.0,33.85277316298693
1.3700327246703292,9.327425605715137,1.0,36.290259845010006
0.819120611008121,9.344925492126976,1.0,99.44591936379278
0.5474246098305197,9.353489814484554,1.0,670.5134371543065
0.8631811985195382,9.34353249194296,1.0,87.34603215242937
0.8660649799796664,9.343441279431572,1.0,86.65564223544433
0.9519307907470104,9.34072313089409,1.0,70.13568021797114
0.1773904606636448,9.36508298623707,1.0,98.9728858110014
0.5272853657868156,9.354122886644667,1.0,1165.0635716764616
0.2306551340801493,9.363419265855477,1.0,118.48261285952432
0.0277243641120902,9.36974865535145,1.0,67.70734459995205
1.0299556621017931,9.338249409879232,1.0,59.76643625538024
1.3665305419398228,9.32753741782988,1.0,36.43811444303597
0.1466312286175083,9.366042972204523,1.0,90.3851585632651
1.0410585085435349,9.337897109913849,1.0,58.53396192746567
0.3710306380309692,9.359026475744791,1.0,247.08032357409945
0.0653670468856547,9.368576459291871,1.0,73.54428076682734
0.676244335719593,9.349434674638132,1.0,180.2927651067156
1.043823528107246,9.337809362864853,1.0,58.23485707801573
0.0868504231750192,9.367907082042372,1.0,77.35224421594103
0.0440617004425037,9.369240014482903,1.0,70.12226585946233
0.407287037264881,9.357889978633736,1.0,343.5517384412359
0.8232984808968816,9.344793455852098,1.0,98.15707101083086
0.0576519660511024,9.36881677718597,1.0,72.26703274753953
0.8338776757650842,9.344459067508325,1.0,95.03768882777736
0.1946475471696481,9.364544148595542,1.0,104.54848985026696
0.6956496160951108,9.348822955360518,1.0,162.38370059564653
1.4617223133814117,9.324495730000478,1.0,32.802502564689874
1.024258695605898,9.33843014977191,1.0,60.41909414190372
0.1151680926350035,9.367024337231612,1.0,83.02111633910238
0.5398187378204652,9.353728931654205,1.0,798.5452088821088
0.2022048446214676,9.3643081220821,1.0,107.19362279130566
0.3604087521700122,9.35935928136646,1.0,228.30672531967548
1.4809475579216111,9.32388077691759,1.0,32.15389420819512
0.7917958670111306,9.345788800510036,1.0,108.78541910589318
1.3241747219656623,9.328889117508403,1.0,38.3257894027463
0.3266888812016105,9.360415346314518,1.0,183.9541433448392
