GENERATION,FITNESS,NODE
33,1492.3799399640582,N12
27,412.0470352668042,N12
26,412.0470352668042,N12
32,1492.3799399640582,N12
24,210.52306710924225,N12
30,412.0470352668042,N12
18,210.52306710924225,N12
19,210.52306710924225,N12
31,1492.3799399561456,N12
25,412.047035266201,N12
21,210.52306710924225,N12
35,1492.3799399640582,N12
34,1492.3799399640582,N12
20,210.52306710924225,N12
9,210.5230671089273,N12
36,1492.3799399640582,N12
22,210.52306710924225,N12
23,210.52306710924225,N12
37,1492.3799399640582,N12
8,162.52430358217313,N12
93,1520.768426492382,N12
87,1520.768426492382,N12
50,1520.768426492382,N12
44,1492.3799399640582,N12
78,1520.768426492382,N12
79,1520.768426492382,N12
45,1492.3799399640582,N12
51,1520.768426492382,N12
86,1520.768426492382,N12
92,1520.768426492382,N12
84,1520.768426492382,N12
90,1520.768426492382,N12
47,1492.3799399640582,N12
53,1520.768426492382,N12
52,1520.768426492382,N12
46,1492.3799399640582,N12
91,1520.768426492382,N12
85,1520.768426492382,N12
81,1520.768426492382,N12
95,1520.768426492382,N12
42,1492.3799399640582,N12
56,1520.768426492382,N12
57,1520.768426492382,N12
43,1492.3799399640582,N12
94,1520.768426492382,N12
80,1520.768426492382,N12
96,1520.768426492382,N12
82,1520.768426492382,N12
69,1520.768426492382,N12
55,1520.768426492382,N12
41,1492.3799399640582,N12
40,1492.3799399640582,N12
54,1520.768426492382,N12
68,1520.768426492382,N12
83,1520.768426492382,N12
97,1520.768426492382,N12
71,1520.768426492382,N12
65,1520.768426492382,N12
59,1520.768426492382,N12
58,1520.768426492382,N12
64,1520.768426492382,N12
70,1520.768426492382,N12
99,1520.768426492382,N12
66,1520.768426492382,N12
72,1520.768426492382,N12
73,1520.768426492382,N12
67,1520.768426492382,N12
98,1520.768426492382,N12
88,1520.768426492382,N12
63,1520.768426492382,N12
77,1520.768426492382,N12
76,1520.768426492382,N12
62,1520.768426492382,N12
89,1520.768426492382,N12
48,1492.3799399640582,N12
74,1520.768426492382,N12
60,1520.768426492382,N12
61,1520.768426492382,N12
75,1520.768426492382,N12
49,1492.3799399640582,N12
5,102.13216132574117,N12
12,210.52306710924225,N12
13,210.52306710924225,N12
4,102.13216132574117,N12
100,1520.768426492382,N12
6,102.13216132574117,N12
11,210.52306710924225,N12
39,1492.3799399640582,N12
38,1492.3799399640582,N12
10,210.52306710924225,N12
7,102.13216132574117,N12
3,102.13216132574117,N12
28,412.0470352668042,N12
14,210.52306710924225,N12
15,210.52306710924225,N12
29,412.0470352668042,N12
2,71.42054743854537,N12
17,210.52306710924225,N12
16,210.52306710924225,N12
1,10.944743697898891,N12
