GENERATION,FITNESS,NODE
94,5682.560181383182,N16
80,5682.560181383182,N16
57,5682.560181383182,N16
100,5682.560181383182,N16
43,5682.560181383182,N16
8,409.6766989758325,N16
9,545.7265039782978,N16
42,5682.560181383182,N16
56,5682.560181383182,N16
81,5682.560181383182,N16
95,5682.560181383182,N16
83,5682.560181383182,N16
97,5682.560181383182,N16
40,5682.560181383182,N16
54,5682.560181383182,N16
68,5682.560181383182,N16
69,5682.560181383182,N16
55,5682.560181383182,N16
41,5682.560181383182,N16
96,5682.560181383182,N16
82,5682.560181383182,N16
86,5682.560181383182,N16
92,5682.560181383182,N16
79,5682.560181383182,N16
45,5682.560181383182,N16
51,5682.560181383182,N16
50,5682.560181383182,N16
44,5682.560181383182,N16
78,5682.560181383182,N16
93,5682.560181383182,N16
87,5682.560181383182,N16
91,5682.560181383182,N16
85,5682.560181383182,N16
52,5682.560181383182,N16
46,5682.560181383182,N16
47,5682.560181383182,N16
53,5682.560181383182,N16
84,5682.560181383182,N16
90,5682.560181383182,N16
34,5682.560181383182,N16
20,5682.560181383182,N16
21,5682.560181383182,N16
35,5682.560181383182,N16
23,5682.560181383182,N16
37,5682.560181383182,N16
36,5682.560181383182,N16
22,5682.560181383182,N16
26,5682.560181383182,N16
32,5682.560181383182,N16
33,5682.560181383182,N16
27,5682.560181383182,N16
19,4575.893432142072,N16
31,5682.560181383182,N16
25,5682.560181383182,N16
24,5682.560181383182,N16
30,5682.560181383182,N16
18,4575.893432142072,N16
15,4575.893432142072,N16
29,5682.560181383182,N16
28,5682.560181383182,N16
14,4575.893432142072,N16
16,4575.893432142072,N16
17,4575.893432142072,N16
13,4575.893432142072,N16
12,4575.893432142072,N16
38,5682.560181383182,N16
10,545.7265039804139,N16
11,4575.893432142072,N16
39,5682.560181383182,N16
89,5682.560181383182,N16
76,5682.560181383182,N16
62,5682.560181383182,N16
1,409.6766989758325,N16
63,5682.560181383182,N16
77,5682.560181383182,N16
88,5682.560181383182,N16
61,5682.560181383182,N16
75,5682.560181383182,N16
49,5682.560181383182,N16
2,409.6766989758325,N16
3,409.6766989758325,N16
48,5682.560181383182,N16
74,5682.560181383182,N16
60,5682.560181383182,N16
58,5682.560181383182,N16
64,5682.560181383182,N16
70,5682.560181383182,N16
7,409.6766989758325,N16
6,409.6766989758325,N16
71,5682.560181383182,N16
65,5682.560181383182,N16
59,5682.560181383182,N16
98,5682.560181383182,N16
73,5682.560181383182,N16
67,5682.560181383182,N16
4,409.6766989758325,N16
5,409.6766989758325,N16
66,5682.560181383182,N16
72,5682.560181383182,N16
99,5682.560181383182,N16
