GENERATION,FITNESS,NODE
12,1604.5206555511777,N15
13,1604.5206555511777,N15
39,21906.33280571824,N15
11,1604.5206555511777,N15
10,1604.5206555511777,N15
38,21906.33280571824,N15
14,1604.5206555511777,N15
28,2704.628915607916,N15
29,2704.628915607916,N15
15,1604.5206555511777,N15
17,1604.5206555511777,N15
16,1604.5206555511777,N15
9,1604.5206555511777,N15
59,21906.33280571824,N15
65,21906.33280571824,N15
71,21906.33280571824,N15
70,21906.33280571824,N15
64,21906.33280571824,N15
58,21906.33280571824,N15
8,1604.5206555511777,N15
100,21906.33280571824,N15
99,21906.33280571824,N15
72,21906.33280571824,N15
66,21906.33280571824,N15
67,21906.33280571824,N15
73,21906.33280571824,N15
98,21906.33280571824,N15
88,21906.33280571824,N15
77,21906.33280571824,N15
63,21906.33280571824,N15
62,21906.33280571824,N15
76,21906.33280571824,N15
89,21906.33280571824,N15
60,21906.33280571824,N15
74,21906.33280571824,N15
48,21906.33280571824,N15
49,21906.33280571824,N15
75,21906.33280571824,N15
61,21906.33280571824,N15
87,21906.33280571824,N15
93,21906.33280571824,N15
78,21906.33280571824,N15
44,21906.33280571824,N15
50,21906.33280571824,N15
51,21906.33280571824,N15
45,21906.33280571824,N15
79,21906.33280571824,N15
92,21906.33280571824,N15
86,21906.33280571824,N15
1,571.0362897705102,N15
3,571.0362897705102,N15
90,21906.33280571824,N15
84,21906.33280571824,N15
53,21906.33280571824,N15
47,21906.33280571824,N15
46,21906.33280571824,N15
52,21906.33280571824,N15
85,21906.33280571824,N15
91,21906.33280571824,N15
2,571.0362897705102,N15
6,1604.5206555511777,N15
95,21906.33280571824,N15
81,21906.33280571824,N15
56,21906.33280571824,N15
42,21906.33280571824,N15
43,21906.33280571824,N15
57,21906.33280571824,N15
80,21906.33280571824,N15
94,21906.33280571824,N15
7,1604.5206555511777,N15
5,1604.5206555511777,N15
82,21906.33280571824,N15
96,21906.33280571824,N15
41,21906.33280571824,N15
55,21906.33280571824,N15
69,21906.33280571824,N15
68,21906.33280571824,N15
54,21906.33280571824,N15
40,21906.33280571824,N15
97,21906.33280571824,N15
83,21906.33280571824,N15
4,1604.5206555511777,N15
27,2704.628915607916,N15
33,21906.33280571824,N15
32,21906.33280571824,N15
26,2704.628915607916,N15
18,1604.5206555511777,N15
30,21906.33280571824,N15
24,1604.5206555511777,N15
25,1604.5206555511777,N15
31,21906.33280571824,N15
19,1604.5206555511777,N15
35,21906.33280571824,N15
21,1604.5206555511777,N15
20,1604.5206555511777,N15
34,21906.33280571824,N15
22,1604.5206555511777,N15
36,21906.33280571824,N15
37,21906.33280571824,N15
23,1604.5206555511777,N15
