GENERATION,FITNESS
13.0,3260.5937041079
12.0,3260.5937041079
38.0,18062.578082647757
10.0,3073.9373204016447
9.0,3073.9373204016447
8.0,1246.2670792743736
11.0,3073.9373204016447
39.0,18062.578082647757
15.0,18062.578082647757
29.0,18062.578082647757
28.0,18062.578082647757
14.0,18062.578082647757
16.0,18062.578082647757
17.0,18062.578082647757
58.0,18062.578082647757
64.0,18062.578082647757
70.0,18062.578082647757
71.0,18062.578082647757
65.0,18062.578082647757
59.0,18062.578082647757
73.0,18062.578082647757
67.0,18062.578082647757
98.0,18062.578082647757
99.0,18062.578082647757
66.0,18062.578082647757
72.0,18062.578082647757
76.0,18062.578082647757
62.0,18062.578082647757
89.0,18062.578082647757
88.0,18062.578082647757
63.0,18062.578082647757
77.0,18062.578082647757
61.0,18062.578082647757
75.0,18062.578082647757
49.0,18062.578082647757
48.0,18062.578082647757
74.0,18062.578082647757
60.0,18062.578082647757
79.0,18062.578082647757
45.0,18062.578082647757
51.0,18062.578082647757
86.0,18062.578082647757
92.0,18062.578082647757
93.0,18062.578082647757
87.0,18062.578082647757
50.0,18062.578082647757
44.0,18062.578082647757
78.0,18062.578082647757
52.0,18062.578082647757
46.0,18062.578082647757
91.0,18062.578082647757
85.0,18062.578082647757
84.0,18062.578082647757
90.0,18062.578082647757
47.0,18062.578082647757
53.0,18062.578082647757
57.0,18062.578082647757
43.0,18062.578082647757
94.0,18062.578082647757
80.0,18062.578082647757
81.0,18062.578082647757
95.0,18062.578082647757
42.0,18062.578082647757
56.0,18062.578082647757
40.0,18062.578082647757
54.0,18062.578082647757
68.0,18062.578082647757
83.0,18062.578082647757
97.0,18062.578082647757
100.0,18062.578082647757
96.0,18062.578082647757
82.0,18062.578082647757
69.0,18062.578082647757
55.0,18062.578082647757
41.0,18062.578082647757
26.0,18062.578082647757
32.0,18062.578082647757
3.0,446.1587995186374
2.0,446.1587995186374
33.0,18062.578082647757
27.0,18062.578082647757
19.0,18062.578082647757
31.0,18062.578082647757
25.0,18062.578082647757
1.0,201.33972659552995
24.0,18062.578082647757
30.0,18062.578082647757
18.0,18062.578082647757
34.0,18062.578082647757
20.0,18062.578082647757
5.0,1246.2670792743736
4.0,1246.2670792743736
21.0,18062.578082647757
35.0,18062.578082647757
23.0,18062.578082647757
37.0,18062.578082647757
6.0,1246.2670792743736
7.0,1246.2670792743736
36.0,18062.578082647757
22.0,18062.578082647757
