EMITTER_COEFFICIENT_SOLUTION,PRESSURE_OUTPUT,OUTPUT_DEMAND,FITNESS,NODE
0.8004553743710116,24.1301061246104,1.5,1.0742109008268552,N14
0.1436615731798135,24.91827368065637,1.5,7.005335553649959,N14
0.5926865537295724,24.40176274915497,1.5,1.5168539114543709,N14
0.8074302592025003,24.12065835173349,1.5,1.0634183734448177,N14
0.8027008914830053,24.12706673731892,1.5,1.0707150771731109,N14
0.0317549710979933,25.030471377777214,1.5,32.73253869227885,N14
0.5422323763593221,24.46477240302496,1.5,1.677149931101355,N14
0.2994435073356266,24.750719149103883,1.5,3.22265793047192,N14
0.7718555874775691,24.168628323800814,1.5,1.1205816524153187,N14
0.8755754483711403,24.02727492434282,1.5,0.967354594295701,N14
0.8997059218589393,23.993745246901938,1.5,0.9369640822858284,N14
0.1455755728021731,24.91629423295109,1.5,6.909523298800618,N14
0.6188344822230848,24.3686419821649,1.5,1.4442935220898034,N14
0.6487401727425305,24.330376853059576,1.5,1.3686534155496075,N14
0.8506074805126326,24.061715407156367,1.5,1.0006938706812851,N14
0.1254583642073362,24.93699900400564,1.5,8.06301968511003,N14
0.8440573517277999,24.07070763294862,1.5,1.0097803440008426,N14
0.9868315997673164,23.87072237357514,1.5,0.840124589654159,N14
0.9778113651366852,23.883599429285606,1.5,0.8493127360784742,N14
0.666510751038495,24.30744648177793,1.5,1.3270069853210809,N14
0.4818957333766721,24.538540738814515,1.5,1.9139441748588333,N14
0.7681524671198229,24.173590502694324,1.5,1.1268475180406516,N14
0.9741836336020664,23.888769247761932,1.5,0.8530583383821266,N14
0.20810936448461,24.850526595878065,1.5,4.750697149753671,N14
0.0281455391391954,25.033972855058245,1.5,36.96972128208708,N14
0.4393901375327588,24.589452866665308,1.5,2.1205797665573467,N14
0.8599889767097616,24.04880503651734,1.5,0.9879304721134132,N14
0.3050604954934502,24.74443850123932,1.5,3.1587241543800118,N14
0.6603698056400683,24.31538661889079,1.5,1.341138043786714,N14
0.2799664977485129,24.7723705747632,1.5,3.464385939595372,N14
0.0614007250127816,25.00143234615822,1.5,16.781431678382607,N14
0.1243495905389294,24.938133675896413,1.5,8.137468421782627,N14
0.126687099788158,24.93574077618806,1.5,7.982040956392599,N14
0.7703313875625754,24.17067146730057,1.5,1.1231531217296384,N14
0.4480702803028081,24.57912777281297,1.5,2.0751441023052397,N14
0.6944670700246626,24.271085444019768,1.5,1.2659244215906138,N14
0.4917821097665423,24.52657318769222,1.5,1.871086517631132,N14
0.2897724507149232,24.761494539651213,1.5,3.338591860939168,N14
0.327011622706249,24.719737652615493,1.5,2.930107859034029,N14
0.1222370845934873,24.940293647331167,1.5,8.283057228319544,N14
0.6767935574324563,24.294112985720886,1.5,1.303935614831225,N14
0.9730186822597976,23.890428298024737,1.5,0.8542673544880686,N14
0.11463473380782,24.94804641149858,1.5,8.851468334872711,N14
0.6012251380884802,24.39098189744416,1.5,1.492447944416745,N14
0.1106003037694806,24.95214767298801,1.5,9.18490029569741,N14
0.2678941477097306,24.785691397498496,1.5,3.6319970500899936,N14
0.3291315123388275,24.717339094557765,1.5,2.9096586794439254,N14
0.3731399981616549,24.667027914733715,1.5,2.538109054756721,N14
0.3888566039429723,24.64882292898058,1.5,2.426012156782583,N14
0.8116063251980489,24.114991800911948,1.5,1.057048688680633,N14
0.5753087377522051,24.42359949511876,1.5,1.568818114726925,N14
0.4096162160055575,24.624586776742305,1.5,2.291290680468167,N14
0.9311965140108692,23.949631433052318,1.5,0.8997736834427021,N14
0.9619976533905322,23.90609717970731,1.5,0.8658572118221672,N14
0.7567979457590256,24.188768593666698,1.5,1.146455803513161,N14
0.6662471404235372,24.30778767492489,1.5,1.327608080708946,N14
0.9512498296062852,23.921331186509917,1.5,0.877430942429785,N14
0.3421886069561993,24.702514872003764,1.5,2.7893446819396623,N14
0.5712860007545594,24.4286343515002,1.5,1.581308513132381,N14
0.3208517532179183,24.726694175604823,1.5,2.9910760469093867,N14
0.7829770602090665,24.15369004597561,1.5,1.1021324402491477,N14
0.87787490689353,24.02409010555041,1.5,0.9643834743455494,N14
0.1096092962583589,24.95315371675041,1.5,9.27056412444212,N14
0.8088114636320586,24.118784999236127,1.5,1.061304088581446,N14
0.4330741188972323,24.59694252501528,1.5,2.1548032524239327,N14
0.7225940145567181,24.23415132451185,1.5,1.209378937192653,N14
0.9469216720432386,23.92745292802498,1.5,0.8821694321048172,N14
0.637111937440782,24.345303955518997,1.5,1.39719821670497,N14
0.5305120649939891,24.479237821982952,1.5,1.7188504045614807,N14
