GENERATION,FITNESS,NODE
12,8483.414047947306,N15
13,8483.414047947306,N15
39,129919.46702864002,N15
11,8483.414047947306,N15
10,8483.414047947306,N15
38,129919.46702864002,N15
14,8483.414047947306,N15
28,129919.46702864002,N15
29,129919.46702864002,N15
15,129919.46702864002,N15
17,129919.46702864002,N15
16,129919.46702864002,N15
9,8483.414047947306,N15
59,129919.46702864002,N15
65,129919.46702864002,N15
71,129919.46702864002,N15
70,129919.46702864002,N15
64,129919.46702864002,N15
58,129919.46702864002,N15
8,8483.414047947306,N15
100,129919.46702864002,N15
99,129919.46702864002,N15
72,129919.46702864002,N15
66,129919.46702864002,N15
67,129919.46702864002,N15
73,129919.46702864002,N15
98,129919.46702864002,N15
88,129919.46702864002,N15
77,129919.46702864002,N15
63,129919.46702864002,N15
62,129919.46702864002,N15
76,129919.46702864002,N15
89,129919.46702864002,N15
60,129919.46702864002,N15
74,129919.46702864002,N15
48,129919.46702864002,N15
49,129919.46702864002,N15
75,129919.46702864002,N15
61,129919.46702864002,N15
87,129919.46702864002,N15
93,129919.46702864002,N15
78,129919.46702864002,N15
44,129919.46702864002,N15
50,129919.46702864002,N15
51,129919.46702864002,N15
45,129919.46702864002,N15
79,129919.46702864002,N15
92,129919.46702864002,N15
86,129919.46702864002,N15
1,3302.014054149218,N15
3,3302.014054149218,N15
90,129919.46702864002,N15
84,129919.46702864002,N15
53,129919.46702864002,N15
47,129919.46702864002,N15
46,129919.46702864002,N15
52,129919.46702864002,N15
85,129919.46702864002,N15
91,129919.46702864002,N15
2,3302.014054149218,N15
6,8483.414047947306,N15
95,129919.46702864002,N15
81,129919.46702864002,N15
56,129919.46702864002,N15
42,129919.46702864002,N15
43,129919.46702864002,N15
57,129919.46702864002,N15
80,129919.46702864002,N15
94,129919.46702864002,N15
7,8483.414047947306,N15
5,8483.414047947306,N15
82,129919.46702864002,N15
96,129919.46702864002,N15
41,129919.46702864002,N15
55,129919.46702864002,N15
69,129919.46702864002,N15
68,129919.46702864002,N15
54,129919.46702864002,N15
40,129919.46702864002,N15
97,129919.46702864002,N15
83,129919.46702864002,N15
4,3302.014054149218,N15
27,129919.46702864002,N15
33,129919.46702864002,N15
32,129919.46702864002,N15
26,129919.46702864002,N15
18,129919.46702864002,N15
30,129919.46702864002,N15
24,129919.46702864002,N15
25,129919.46702864002,N15
31,129919.46702864002,N15
19,129919.46702864002,N15
35,129919.46702864002,N15
21,129919.46702864002,N15
20,129919.46702864002,N15
34,129919.46702864002,N15
22,129919.46702864002,N15
36,129919.46702864002,N15
37,129919.46702864002,N15
23,129919.46702864002,N15
