GENERATION,FITNESS,NODE
71,22294.133445892912,N6
65,20217.47257577161,N6
59,20217.47257577161,N6
58,20217.47257577161,N6
64,20217.47257577161,N6
70,20217.47257577161,N6
100,22294.133445892912,N6
99,22294.133445892912,N6
66,20217.47257577161,N6
72,22294.133445892912,N6
73,22294.133445892912,N6
67,20217.47257577161,N6
98,22294.133445892912,N6
88,22294.133445892912,N6
63,20217.47257577161,N6
77,22294.133445892912,N6
76,22294.133445892912,N6
62,20217.47257577161,N6
89,22294.133445892912,N6
48,20217.47257577161,N6
74,22294.133445892912,N6
60,20217.47257577161,N6
61,20217.47257577161,N6
75,22294.133445892912,N6
49,20217.47257577161,N6
12,2192.493672629412,N6
1,599.4829342596995,N6
13,2192.493672629412,N6
11,2192.493672629412,N6
39,20217.47257577161,N6
3,1170.939599137811,N6
2,1170.939599137811,N6
38,20217.47257577161,N6
10,2192.493672629412,N6
28,20217.47257577161,N6
14,2192.493672629412,N6
6,2192.493672629412,N6
7,2192.493672629412,N6
15,2192.493672629412,N6
29,20217.47257577161,N6
17,2192.493672629412,N6
5,2192.493672629412,N6
4,1170.939599137811,N6
16,2192.493672629412,N6
33,20217.47257577161,N6
27,20217.47257577161,N6
9,2192.493672629412,N6
8,2192.493672629412,N6
26,20217.47257577161,N6
32,20217.47257577161,N6
24,20217.47257577161,N6
30,20217.47257577161,N6
18,2192.493672629412,N6
19,2192.493672629412,N6
31,20217.47257577161,N6
25,20217.47257577161,N6
21,20217.47257577161,N6
35,20217.47257577161,N6
34,20217.47257577161,N6
20,2192.493672629412,N6
36,20217.47257577161,N6
22,20217.47257577161,N6
23,20217.47257577161,N6
37,20217.47257577161,N6
93,22294.133445892912,N6
87,22294.133445892912,N6
50,20217.47257577161,N6
44,20217.47257577161,N6
78,22294.133445892912,N6
79,22294.133445892912,N6
45,20217.47257577161,N6
51,20217.47257577161,N6
86,22294.133445892912,N6
92,22294.133445892912,N6
84,22294.133445892912,N6
90,22294.133445892912,N6
47,20217.47257577161,N6
53,20217.47257577161,N6
52,20217.47257577161,N6
46,20217.47257577161,N6
91,22294.133445892912,N6
85,22294.133445892912,N6
81,22294.133445892912,N6
95,22294.133445892912,N6
42,20217.47257577161,N6
56,20217.47257577161,N6
57,20217.47257577161,N6
43,20217.47257577161,N6
94,22294.133445892912,N6
80,22294.133445892912,N6
96,22294.133445892912,N6
82,22294.133445892912,N6
69,20217.47257577161,N6
55,20217.47257577161,N6
41,20217.47257577161,N6
40,20217.47257577161,N6
54,20217.47257577161,N6
68,20217.47257577161,N6
83,22294.133445892912,N6
97,22294.133445892912,N6
