GENERATION,FITNESS,NODE
94,263038.82417645084,N16
80,6826.435906291577,N16
57,6826.435906291577,N16
100,263038.82417645084,N16
43,6826.435906291577,N16
8,790.9932870733272,N16
9,790.9932870733272,N16
42,6826.435906291577,N16
56,6826.435906291577,N16
81,6826.435906291577,N16
95,263038.82417645084,N16
83,6826.435906291577,N16
97,263038.82417645084,N16
40,6826.435906291577,N16
54,6826.435906291577,N16
68,6826.435906291577,N16
69,6826.435906291577,N16
55,6826.435906291577,N16
41,6826.435906291577,N16
96,263038.82417645084,N16
82,6826.435906291577,N16
86,6826.435906291577,N16
92,6826.435906291577,N16
79,6826.435906291577,N16
45,6826.435906291577,N16
51,6826.435906291577,N16
50,6826.435906291577,N16
44,6826.435906291577,N16
78,6826.435906291577,N16
93,263038.82417645084,N16
87,6826.435906291577,N16
91,6826.435906291577,N16
85,6826.435906291577,N16
52,6826.435906291577,N16
46,6826.435906291577,N16
47,6826.435906291577,N16
53,6826.435906291577,N16
84,6826.435906291577,N16
90,6826.435906291577,N16
34,6826.435906291577,N16
20,973.604206492928,N16
21,973.604206492928,N16
35,6826.435906291577,N16
23,973.604206492928,N16
37,6826.435906291577,N16
36,6826.435906291577,N16
22,973.604206492928,N16
26,1611.4115748282322,N16
32,6826.435906291577,N16
33,6826.435906291577,N16
27,1611.4115748282322,N16
19,973.604206492928,N16
31,6826.435906291577,N16
25,1611.4115748282322,N16
24,973.604206492928,N16
30,1611.4115748282322,N16
18,973.604206492928,N16
15,973.604206492928,N16
29,1611.4115748282322,N16
28,1611.4115748282322,N16
14,973.604206492928,N16
16,973.604206492928,N16
17,973.604206492928,N16
13,973.604206492928,N16
12,973.604206492928,N16
38,6826.435906291577,N16
10,790.9932870733272,N16
11,973.604206492928,N16
39,6826.435906291577,N16
89,6826.435906291577,N16
76,6826.435906291577,N16
62,6826.435906291577,N16
1,355.79954448954953,N16
63,6826.435906291577,N16
77,6826.435906291577,N16
88,6826.435906291577,N16
61,6826.435906291577,N16
75,6826.435906291577,N16
49,6826.435906291577,N16
2,355.79954448954953,N16
3,355.79954448954953,N16
48,6826.435906291577,N16
74,6826.435906291577,N16
60,6826.435906291577,N16
58,6826.435906291577,N16
64,6826.435906291577,N16
70,6826.435906291577,N16
7,790.9932870688815,N16
6,355.79954448954953,N16
71,6826.435906291577,N16
65,6826.435906291577,N16
59,6826.435906291577,N16
98,263038.82417645084,N16
73,6826.435906291577,N16
67,6826.435906291577,N16
4,355.79954448954953,N16
5,355.79954448954953,N16
66,6826.435906291577,N16
72,6826.435906291577,N16
99,263038.82417645084,N16
