GENERATION,FITNESS,NODE
3,447.32317084702913,N7
19,1916.6545481189407,N7
25,1916.6545481189407,N7
31,1916.6545481189407,N7
30,1916.6545481189407,N7
24,1916.6545481189407,N7
18,1916.6545481189407,N7
2,181.64411265338504,N7
32,1916.6545481189407,N7
26,1916.6545481189407,N7
27,1916.6545481189407,N7
33,1916.6545481189407,N7
1,181.64411265338504,N7
100,9162.6793650183,N7
5,447.32317084702913,N7
37,1916.6545481189407,N7
23,1916.6545481189407,N7
22,1916.6545481189407,N7
36,1916.6545481189407,N7
4,447.32317084702913,N7
6,447.32317084702913,N7
20,1916.6545481189407,N7
34,1916.6545481189407,N7
35,1916.6545481189407,N7
21,1916.6545481189407,N7
7,507.29282046280696,N7
85,3313.885058669681,N7
91,9162.6793650183,N7
46,3313.885058669681,N7
52,3313.885058669681,N7
53,3313.885058669681,N7
47,3313.885058669681,N7
90,9162.6793650183,N7
84,3313.885058669681,N7
92,9162.6793650183,N7
86,3313.885058669681,N7
79,3313.885058669681,N7
51,3313.885058669681,N7
45,3313.885058669681,N7
44,3313.885058669681,N7
50,3313.885058669681,N7
78,3313.885058669681,N7
87,3313.885058669681,N7
93,9162.6793650183,N7
97,9162.6793650183,N7
83,3313.885058669681,N7
54,3313.885058669681,N7
40,1916.6545481189407,N7
68,3313.885058669681,N7
69,3313.885058669681,N7
41,1916.6545481189407,N7
55,3313.885058669681,N7
82,3313.885058669681,N7
96,9162.6793650183,N7
80,3313.885058669681,N7
94,9162.6793650183,N7
43,1916.6545481189407,N7
57,3313.885058669681,N7
56,3313.885058669681,N7
42,1916.6545481189407,N7
95,9162.6793650183,N7
81,3313.885058669681,N7
98,9162.6793650183,N7
67,3313.885058669681,N7
73,3313.885058669681,N7
72,3313.885058669681,N7
66,3313.885058669681,N7
99,9162.6793650183,N7
58,3313.885058669681,N7
70,3313.885058669681,N7
64,3313.885058669681,N7
65,3313.885058669681,N7
71,3313.885058669681,N7
59,3313.885058669681,N7
75,3313.885058669681,N7
61,3313.885058669681,N7
49,3313.885058669681,N7
48,3313.885058669681,N7
60,3313.885058669681,N7
74,3313.885058669681,N7
89,3313.885058669681,N7
62,3313.885058669681,N7
76,3313.885058669681,N7
77,3313.885058669681,N7
63,3313.885058669681,N7
88,3313.885058669681,N7
38,1916.6545481189407,N7
10,1916.6545481450437,N7
11,1916.6545481189407,N7
39,1916.6545481189407,N7
9,507.29282046280696,N7
13,1916.6545481189407,N7
12,1916.6545481189407,N7
8,507.29282046280696,N7
16,1916.6545481189407,N7
17,1916.6545481189407,N7
15,1916.6545481189407,N7
29,1916.6545481189407,N7
28,1916.6545481189407,N7
14,1916.6545481189407,N7
